company,year,award_category,industry_category,industry,country,state_province,certification_status,b_corp_profile
"Immix Law Group, PC",2017,Changemakers,Legal Services,Legal,United States,Oregon,Certified,https://bcorporation.net/directory/immix-law-group-pc
Firespring,2017,Community; Governance; Changemakers,Business Products & Services,IT Software & Services/Web Design,United States,Nebraska,Certified,https://bcorporation.net/directory/firespring
Wetherby Asset Management,2017,Customers; Workers,Financial Services,Investment Advisor,United States,California,Certified,https://bcorporation.net/directory/wetherby-asset-management
Kinvolved,2017,Changemakers,Education & Training Services,Education & Training Services,United States,New York,Certified,https://bcorporation.net/directory/kinvolved
Grupo Educativo,2017,Overall; Customers; Changemakers,Education & Training Services,Education & Training Services,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/grupo-educativo
"Breckinridge Capital Advisors, Inc.",2017,Customers; Changemakers,Financial Services,Investment Advisor,United States,Massachusetts,Certified,https://bcorporation.net/directory/breckinridge-capital-advisors-inc
Caprock,2017,Customers; Workers; Changemakers,Financial Services,Investment Advisor,United States,Idaho,Certified,https://bcorporation.net/directory/the-caprock-group
REthink Development,2017,Environment; Governance,Building,Real Estate Development,United States,California,Inactive,https://bcorporation.net/directory/rethink-development
New Leaf Paper,2017,Environment; Governance; Changemakers,Business Products & Services,Office Products & Printing,United States,California,Certified,https://bcorporation.net/directory/new-leaf-paper
Myplanet,2017,Workers; Changemakers,Business Products & Services,Research & Design,Canada,Ontario,Certified,https://bcorporation.net/directory/myplanet
Enrollment Resources Inc.,2017,Workers; Governance; Changemakers,Education & Training Services,Education & Training Services,Canada,British Columbia,Certified,https://bcorporation.net/directory/enrollment-resources-inc
armstrong y asociados,2017,Community; Changemakers,Business Products & Services,Marketing & Communications Services,Chile,Santiago,Certified,https://bcorporation.net/directory/armstrong-y-asociados
Daproim Africa Limited,2017,Changemakers,Business Products & Services,IT Software & Services/Web Design,Kenya,Nairobi,Certified,https://bcorporation.net/directory/daproim-africa-limited
Animana,2017,Changemakers,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/animana
Meliora Cleaning Products,2017,Changemakers,Consumer Products & Services,Home & Personal Care,United States,Illinois,Certified,https://bcorporation.net/directory/meliora-cleaning-products
Winderlea Vineyard and Winery,2017,Changemakers,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/winderlea-vineyard-and-winery
Who Gives A Crap,2017,Community,Consumer Products & Services,Home & Personal Care,Australia,Victoria,Certified,https://bcorporation.net/directory/who-gives-a-crap
Gexsi,2017,Community; Changemakers,Financial Services,Other,Germany,Berlin,Certified,https://bcorporation.net/directory/gexsi
Global Gaming Initiative,2017,Community,Media,Other,United States,Minnesota,Certified,https://bcorporation.net/directory/global-gaming-initiative
UncommonGoods,2017,Community,Retail,Online Marketplace,United States,New York,Certified,https://bcorporation.net/directory/uncommongoods
Kotmo,2017,Community,Retail,Storefront,Canada,Qu�bec,Certified,https://bcorporation.net/directory/kotmo
Estudios y Consultor�as Focus,2017,Customers; Changemakers,Business Products & Services,Other,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/estudios-y-consultor�as-focus
Roots for Sustainability (R4S),2017,Changemakers,Business Products & Services,Sustainability Consulting,Spain,Catalonia,Certified,https://bcorporation.net/directory/roots-sustainability-r4s
Baluarte Cultura,2017,Customers,Business Products & Services,Other,Brazil,RJ,Certified,https://bcorporation.net/directory/baluarte-cultura
Springboard Education in America LLC,2017,Customers,Education & Training Services,Education & Training Services,United States,Massachusetts,Certified,https://bcorporation.net/directory/springboard-education-in-america-llc
Unreasonable Group,2017,Customers,Education & Training Services,Education & Training Services,United States,Colorado,Certified,https://bcorporation.net/directory/unreasonable-group
Core Capital Management,2017,Overall; Customers; Changemakers,Financial Services,Investment Advisor,United States,California,Certified,https://bcorporation.net/directory/core-capital-management
LUMNI CHILE,2017,Customers; Governance,Financial Services,Other,Chile,Santiago,Certified,https://bcorporation.net/directory/lumni-chile
Zevin Asset Management,2017,Customers; Changemakers,Financial Services,Investment Advisor,United States,Massachusetts,Certified,https://bcorporation.net/directory/zevin-asset-management
"Dev Equity, LLC",2017,Customers; Changemakers,Financial Services,Equity Investor - Emerging Markets,United States,Arizona,Certified,https://bcorporation.net/directory/dev-equity-llc
Pekin Hardy Strauss Wealth Management,2017,Changemakers,Financial Services,Investment Advisor,United States,Illinois,Certified,https://bcorporation.net/directory/appleseed-capital
Earth Equity Advisors,2017,Customers; Changemakers,Financial Services,Investment Advisor,United States,North Carolina,Certified,https://bcorporation.net/directory/earth-equity-advisors
Community Sector Banking,2017,Changemakers,Financial Services,Credit Provider,Australia,Victoria,Certified,https://bcorporation.net/directory/community-sector-banking
Dolium Bodega Subterranea,2017,Environment; Changemakers,Agriculture,Agricultural Services,Argentina,Mendoza,Certified,https://bcorporation.net/directory/dolium-bodega-subterranea
Vi�a Polkura SA,2017,Environment,Agriculture,Agricultural Services,Chile,Cardenal Caro,Certified,https://bcorporation.net/directory/vi�a-polkura-sa
D-Orbit,2017,Environment; Changemakers,Business Products & Services,Machinery & Equipment,Italy,Como,Certified,https://bcorporation.net/directory/d-orbit
Sokol Blosser Winery,2017,Changemakers,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/sokol-blosser-winery
Healthy Building Science,2017,Environment; Changemakers,Building,Other,United States,California,Certified,https://bcorporation.net/directory/healthy-building-science
SVT Group,2017,Customers; Governance,Business Products & Services,Management and Financial Consulting,United States,California,Certified,https://bcorporation.net/directory/svt-group
"Mightybytes, Inc.",2017,Governance,Business Products & Services,IT Software & Services/Web Design,United States,Illinois,Certified,https://bcorporation.net/directory/mightybytes-inc
DOJO4,2017,Governance; Changemakers,Business Products & Services,IT Software & Services/Web Design,United States,Colorado,Certified,https://bcorporation.net/directory/dojo4
Yin Yang Naturals,2017,Governance,Business Products & Services,Other,United States,California,Certified,https://bcorporation.net/directory/yin-yang-naturals
LimeRed,2017,Changemakers,Business Products & Services,Research & Design,United States,Illinois,Certified,https://bcorporation.net/directory/limered-studio
REMBRE,2017,Changemakers,Business Products & Services,Sustainability Consulting,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/rembre
Boly:Welch,2017,Governance,Business Products & Services,Management and Financial Consulting,United States,Oregon,Certified,https://bcorporation.net/directory/bolywelch
"Evox OmniMedia, PBC",2017,Governance,Consumer Products & Services,Home & Personal Care,United States,California,Inactive,https://bcorporation.net/directory/evox-television
Cage Free Productions,2017,Overall; Customers; Changemakers,Media,Film & Music Production,United States,California,Certified,https://bcorporation.net/directory/cage-free-productions
greenApes,2017,Governance,Media,Online Community,Italy,Firenze,Certified,https://bcorporation.net/directory/greenapes
Currie Communications,2017,Changemakers,Business Products & Services,Sustainability Consulting,Australia,Victoria,Certified,https://bcorporation.net/directory/currie-communications
PixelSpoke,2017,Workers; Changemakers,Business Products & Services,Marketing & Communications Services,United States,Oregon,Certified,https://bcorporation.net/directory/pixelspoke
BIRDEO,2017,Workers,Business Products & Services,HR Consulting & Recruiting,France,Ile-de-France,Certified,https://bcorporation.net/directory/birdeo
Leap,2017,Workers,Business Products & Services,Marketing & Communications Services,United Kingdom,Cornwall,Certified,https://bcorporation.net/directory/leap
Future State,2017,Workers,Business Products & Services,Management and Financial Consulting,United States,California,Certified,https://bcorporation.net/directory/future-state
Baxendale,2017,Workers,Business Products & Services,Nonprofit Consulting & Fundraising,United Kingdom,London,Certified,https://bcorporation.net/directory/baxendale
G2 Insurance Services,2017,Workers; Changemakers,Financial Services,Insurance,United States,California,Certified,https://bcorporation.net/directory/g2-insurance-services
Gardener's Supply Company,2017,Workers,Retail,Online Marketplace,United States,Vermont,Certified,https://bcorporation.net/directory/gardeners-supply-company
C and L LLC dba Conscious Coffees,2017,Community,Agriculture,Agricultural Services,United States,Colorado,Certified,https://bcorporation.net/directory/c-and-l-llc-dba-conscious-coffees
Fair Game Beverage Company,2017,Community,Agriculture,Growers,United States,North Carolina,Certified,https://bcorporation.net/directory/fair-game-beverage-company
Coffee By Design,2017,Community,Agriculture,Agricultural Services,United States,Maine,Certified,https://bcorporation.net/directory/coffee-design
Marmalade Fish,2017,Community,Business Products & Services,Management and Financial Consulting,United Arab Emirates,Dubai,Inactive,https://bcorporation.net/directory/marmalade-fish
Mills Office Productivity,2017,Community,Business Products & Services,Office Products & Printing,Canada,British Columbia,Certified,https://bcorporation.net/directory/mills-office-productivity
Ecosia GmbH,2017,Community,Business Products & Services,IT Software & Services/Web Design,Germany,Berlin,Certified,https://bcorporation.net/directory/ecosia-gmbh
Simply Straws,2017,Environment,Business Products & Services,Other,United States,California,Certified,https://bcorporation.net/directory/simply-straws
S360 Sustainability Services,2017,Community,Business Products & Services,Management and Financial Consulting,Turkey,Istanbul,Certified,https://bcorporation.net/directory/s360-sustainability-services
Our Community Pty Ltd,2017,Community,Business Products & Services,IT Software & Services/Web Design,Australia,Victoria,Certified,https://bcorporation.net/directory/our-community-pty-ltd
Disruptive Media,2017,Community,Business Products & Services,Marketing & Communications Services,Australia,Victoria,Certified,https://bcorporation.net/directory/disruptive-media
Larry's Coffee,2017,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/larrys-coffee
Saul Good Gift Co,2017,Overall; Community; Environment,Consumer Products & Services,Food & Beverage,Canada,British Columbia,Certified,https://bcorporation.net/directory/saul-good-gift-co
Sustainable Harvest,2017,Community,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/sustainable-harvest
Oliberte Limited,2017,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Canada,Ontario,Certified,https://bcorporation.net/directory/oliberte-limited
The Tea Spot PBC,2017,Community,Consumer Products & Services,Food & Beverage,United States,Colorado,Certified,https://bcorporation.net/directory/the-tea-spot-pbc
Raven + Lily,2017,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Texas,Certified,https://bcorporation.net/directory/raven-lily
Bridgetown Natural Foods,2017,Changemakers,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/bridgetown-natural-foods
ME to WE,2017,Overall; Community,Consumer Products & Services,Jewelry,Canada,ON,Certified,https://bcorporation.net/directory/me-to-we
100km Foods Inc.,2017,Community,Consumer Products & Services,Food & Beverage,Canada,Ontario,Certified,https://bcorporation.net/directory/100km-foods-inc
BAOBAB,2017,Changemakers,Consumer Products & Services,Home & Personal Care,Guatemala,Guatemala,Certified,https://bcorporation.net/directory/baobab
Amavida Coffee and Trading,2017,Overall; Community; Governance; Changemakers,Consumer Products & Services,Food & Beverage,United States,Florida,Certified,https://bcorporation.net/directory/amavida-coffee-and-trading
Cielo Hammocks,2017,Community,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",Mexico,Yucatan,Certified,https://bcorporation.net/directory/cielo-hammocks
Kuli Kuli,2017,Community,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/kuli-kuli
Happy Valley Meat Company,2017,Governance,Consumer Products & Services,Food & Beverage,United States,New York,Certified,https://bcorporation.net/directory/happy-valley-meat-company
Soapbox,2017,Community,Consumer Products & Services,Home & Personal Care,United States,District of Columbia,Certified,https://bcorporation.net/directory/soapbox-soaps
Alcag�ete,2017,Community,Consumer Products & Services,Food & Beverage,Colombia,Bogota,Certified,https://bcorporation.net/directory/alcag�ete
FC BOLA,2017,Community,Consumer Products & Services,"Sports Equipment, Toys & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/fc-bola
The One Brand,2017,Community,Consumer Products & Services,Food & Beverage,United Kingdom,Surrey,Certified,https://bcorporation.net/directory/the-one-brand
Sunshine Nut Company,2017,Community,Consumer Products & Services,Food & Beverage,Mozambique,Unknown,Certified,https://bcorporation.net/directory/sunshine-nut-company
Higher Grounds Trading Company,2017,Community,Consumer Products & Services,Food & Beverage,United States,Michigan,Certified,https://bcorporation.net/directory/higher-grounds-trading-company
"Stroopies, Inc.",2017,Community,Consumer Products & Services,Food & Beverage,United States,Pennsylvania,Certified,https://bcorporation.net/directory/the-stroopie-co
Blue Ocean Office Supplies & Solutions,2017,Community,Consumer Products & Services,Electronics,Canada,Ontario,Certified,https://bcorporation.net/directory/blue-ocean-office-supplies-solutions
Divine Chocolate Ltd,2017,Community,Consumer Products & Services,Food & Beverage,United Kingdom,,Certified,https://bcorporation.net/directory/divine-chocolate-ltd
Megan A. James Photography,2017,Community,Consumer Products & Services,Fine Arts,United States,Oregon,Certified,https://bcorporation.net/directory/megan-a-james-photography
Kester Black,2017,Community,Consumer Products & Services,Home & Personal Care,Australia,Victoria,Certified,https://bcorporation.net/directory/kester-black
"Rumi Spice, PBC",2017,Governance,Consumer Products & Services,Food & Beverage,United States,Illinois,Certified,https://bcorporation.net/directory/rumi-spice-pbc
h�s?g,2017,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Peru,Lima,Certified,https://bcorporation.net/directory/h�s_g
Lyv Life Inc.,2017,Community,Consumer Products & Services,Home & Personal Care,United States,California,Certified,https://bcorporation.net/directory/lyv-life-inc
Bettr Barista,2017,Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/bettr-barista
WeBuild,2017,Community,Education & Training Services,Education & Training Services,Canada,Ontario,Certified,https://bcorporation.net/directory/webuild-0
Genashtim Innovative Learning Pte Ltd,2017,Overall; Community,Education & Training Services,Education & Training Services,Singapore,Singapore,Certified,https://bcorporation.net/directory/genashtim-innovative-learning-pte-ltd
Bodhi Surf + Yoga,2017,Community,"Restaurant, Hospitality & Travel",Travel & Leisure,Costa Rica,Puntarenas,Certified,https://bcorporation.net/directory/bodhi-surf-yoga
Better Way Designs,2017,Community,Retail,Other,United States,Michigan,Certified,https://bcorporation.net/directory/better-way-designs
Public - Supply,2017,Community,Retail,Online Marketplace,United States,New York,Certified,https://bcorporation.net/directory/public-supply
Stay True Clothing,2017,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/stay-true-clothing
"Facilities Management Services, Inc.",2017,Community; Governance,Business Products & Services,"Facilities, Grounds & Maintenance",United States,Kentucky,Certified,https://bcorporation.net/directory/facilities-management-services-inc
"3P Partners, Inc.",2017,Governance,Consumer Products & Services,Consumer Rewards,United States,New York,Certified,https://bcorporation.net/directory/3p-partners-inc
Cotopaxi,2017,Governance,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Utah,Certified,https://bcorporation.net/directory/cotopaxi
Shifting Patterns Consulting,2017,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,United States,District of Columbia,Certified,https://bcorporation.net/directory/shifting-patterns-consulting
Gulliver,2017,Changemakers,Business Products & Services,Management and Financial Consulting,Chile,Region Metropolitana,Certified,https://bcorporation.net/directory/gulliver
"MaineWorks, LLC",2017,Customers,Business Products & Services,HR Consulting & Recruiting,United States,Maine,Certified,https://bcorporation.net/directory/maineworks-llc
InspiraFarms,2017,Customers; Changemakers,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/inspirafarms
"aWhere, Inc.",2017,Customers,Business Products & Services,IT Software & Services/Web Design,United States,Colorado,Certified,https://bcorporation.net/directory/awhere-inc
Out Leadership,2017,Customers,Business Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/out-leadership
i=Change,2017,Customers,Business Products & Services,Marketing & Communications Services,Australia,Victoria,Certified,https://bcorporation.net/directory/ichange
Zoona,2017,Customers,Business Products & Services,Merchant Services,South Africa,Western Cape,Certified,https://bcorporation.net/directory/zoona
Move Avalia��o e Estrat�gia em Desenvolvimento Social,2017,Overall; Governance,Business Products & Services,Sustainability Consulting,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/move-avaliacao-e-estrategia-em-desenvolvimento-social
Benefacto,2017,Customers,Business Products & Services,Employee Benefits,United Kingdom,London,Certified,https://bcorporation.net/directory/benefacto
Odyssey Labs LTD,2017,Customers; Governance,Business Products & Services,Machinery & Equipment,United Kingdom,London,Certified,https://bcorporation.net/directory/odyssey-labs-ltd
APP Chile,2017,Customers,Business Products & Services,Sustainability Consulting,Chile,Los Rios,Certified,https://bcorporation.net/directory/app-chile
Inspired Adventures,2017,Customers,Business Products & Services,Nonprofit Consulting & Fundraising,Australia,New South Wales,Certified,https://bcorporation.net/directory/inspired-adventures
Revolution Foods,2017,Customers,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/revolution-foods
Down to Earth Market,2017,Customers,Consumer Products & Services,Food & Beverage,United States,New York,Certified,https://bcorporation.net/directory/down-to-earth-market
Hirepurpose,2017,Customers,Consumer Products & Services,Other,United States,New York,Certified,https://bcorporation.net/directory/hirepurpose
Unforgettable,2017,Customers,Consumer Products & Services,Home & Personal Care,United Kingdom,London,Certified,https://bcorporation.net/directory/unforgettable
"AltSchool, PBC",2017,Customers,Education & Training Services,Education & Training Services,United States,California,Certified,https://bcorporation.net/directory/altschool-pbc
Ingeus UK Ltd,2017,Overall; Customers,Education & Training Services,Other,United Kingdom,London,Certified,https://bcorporation.net/directory/ingeus-uk-ltd
Limited Resource Teacher Training,2017,Customers,Education & Training Services,Education & Training Services,United Kingdom,Cambridgeshire,Certified,https://bcorporation.net/directory/limited-resource-teacher-training
Maths Pathway,2017,Customers,Education & Training Services,Education & Training Services,Australia,Victoria,Certified,https://bcorporation.net/directory/maths-pathway
Numbers for Good,2017,Customers,Financial Services,Investment Advisor,United Kingdom,London,Inactive,https://bcorporation.net/directory/numbers-good
First Affirmative Financial Network,2017,Customers,Financial Services,Investment Advisor,United States,Colorado,Certified,https://bcorporation.net/directory/first-affirmative-financial-network
Ethinvest,2017,Customers,Financial Services,Investment Advisor,Australia,New South Wales,Certified,https://bcorporation.net/directory/ethinvest
Common Interests,2017,Customers,Financial Services,Investment Advisor,United States,New Jersey,Certified,https://bcorporation.net/directory/common-interests
Foresters Group,2017,Overall; Customers,Financial Services,Credit Provider,Australia,Queensland,Certified,https://bcorporation.net/directory/foresters-group
Hitnet,2017,Customers,Health & Human Services,Marketing & Communications Services,Australia,Victoria,Certified,https://bcorporation.net/directory/hitnet
Momenta,2017,Customers,Health & Human Services,Other,Canada,Manitoba,Certified,https://bcorporation.net/directory/momenta
PlanoCDE,2017,Customers,Business Products & Services,IT Software & Services/Web Design,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/planocde
"Vera Solutions, Benefit LLC",2017,Governance,Business Products & Services,Nonprofit Consulting & Fundraising,United States,Massachusetts,Certified,https://bcorporation.net/directory/vera-solutions-benefit-llc
"Dimagi, Inc.",2017,Customers; Governance,Business Products & Services,Other,United States,Massachusetts,Certified,https://bcorporation.net/directory/dimagi-inc
Din4mo,2017,Customers,Business Products & Services,Management and Financial Consulting,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/din4mo
"American Prison Data Systems, PBC",2017,Customers; Governance,Education & Training Services,Education & Training Services,United States,New York,Certified,https://bcorporation.net/directory/american-prison-data-systems-pbc
Grassroots Capital Management Corp PBC,2017,Customers; Governance,Financial Services,Equity Investor - Emerging Markets,United States,Massachusetts,Certified,https://bcorporation.net/directory/grassroots-capital-management-corp-pbc
Gray Ghost Management & Operations LLC dba Gray Ghost Ventures,2017,Governance,Financial Services,Equity Investor - Emerging Markets,United States,Georgia,Certified,https://bcorporation.net/directory/gray-ghost-management-operations-llc-dba-gray-ghost-ventures
Social Enterprise Finance Australia Ltd,2017,Overall; Governance,Financial Services,Other,Australia,New South Wales,Certified,https://bcorporation.net/directory/social-enterprise-finance-australia-ltd
Feronia Forests LLC,2017,Environment,Agriculture,Growers,United States,Massachusetts,Certified,https://bcorporation.net/directory/feronia-forests-llc
Waste Farmers,2017,Environment,Agriculture,Agricultural Services,United States,Colorado,Certified,https://bcorporation.net/directory/waste-farmers
Finnriver Farm and Cidery,2017,Environment,Agriculture,Agricultural Services,United States,Washington,Certified,https://bcorporation.net/directory/finnriver-farm-and-cidery
Daterra Atividades Rurais,2017,Environment,Agriculture,Growers,Brazil,Minas Gerais,Certified,https://bcorporation.net/directory/daterra-atividades-rurais
Ch�teau Maris,2017,Environment,Agriculture,Agricultural Services,France,Languedoc-Roussillon,Certified,https://bcorporation.net/directory/ch�teau-maris
SEQUIL Systems Inc.,2017,Environment,Building,Architecture/Design/Planning,United States,Florida,Certified,https://bcorporation.net/directory/sequil-systems-inc
evolveEA,2017,Overall; Environment,Building,Architecture/Design/Planning,United States,Pennsylvania,Certified,https://bcorporation.net/directory/evolveea
Re-Vive,2017,Overall; Environment,Building,Real Estate Development,Belgium,Ghent,Certified,https://bcorporation.net/directory/re-vive
Gerding Edlen,2017,Environment,Building,Real Estate Development,United States,Oregon,Certified,https://bcorporation.net/directory/gerding-edlen
One Nature LLC,2017,Environment,Building,Architecture/Design/Planning,United States,New York,Certified,https://bcorporation.net/directory/one-nature-llc
Above Green LLC,2017,Workers,Building,Architecture/Design/Planning,United States,Virginia,Certified,https://bcorporation.net/directory/above-green-llc
Pringle Creek Community- Sustainable Investments,2017,Environment,Building,Contractors & Builders,United States,Oregon,Certified,https://bcorporation.net/directory/pringle-creek-community-sustainable-investments
"Rain Water Solutions, Inc",2017,Environment,Business Products & Services,Other,United States,North Carolina,Certified,https://bcorporation.net/directory/rain-water-solutions-inc
CR-Building Performance Specialists,2017,Environment,Business Products & Services,Sustainability Consulting,United States,Minnesota,Certified,https://bcorporation.net/directory/cr-building-performance-specialists
"7group, LLC",2017,Environment,Business Products & Services,Research & Design,United States,Pennsylvania,Certified,https://bcorporation.net/directory/7group-llc
Rubicon Global,2017,Governance,Business Products & Services,IT Software & Services/Web Design,United States,Georgia,Certified,https://bcorporation.net/directory/rubicon-global
4th Bin Inc.,2017,Environment; Governance,Business Products & Services,Sustainability Consulting,United States,New York,Certified,https://bcorporation.net/directory/4th-bin-inc
TerraCarbon,2017,Environment,Business Products & Services,Sustainability Consulting,United States,Illinois,Certified,https://bcorporation.net/directory/terracarbon
Degraf SpA,2017,Environment,Business Products & Services,Sustainability Consulting,Chile,Santiago,Certified,https://bcorporation.net/directory/degraf-spa
Soleventus,2017,Environment,Business Products & Services,Machinery & Equipment,Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/soleventus
Pangolin Associates,2017,Environment,Business Products & Services,Sustainability Consulting,Australia,New South Wales,Certified,https://bcorporation.net/directory/pangolin-associates
Royal Van Wijhe Verf B.V.,2017,Environment,Business Products & Services,Industrial Manufacturing,Netherlands,Zwolle,Certified,https://bcorporation.net/directory/royal-van-wijhe-verf-bv
eWater Systems Pty Ltd,2017,Environment,Business Products & Services,Other,Australia,Victoria,Certified,https://bcorporation.net/directory/ewater-systems-pty-ltd
Palto,2017,Environment,Business Products & Services,Office Products & Printing,United States,California,Certified,https://bcorporation.net/directory/palto
IceStone,2017,Environment,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",United States,New York,Certified,https://bcorporation.net/directory/icestone
Seventh Generation,2017,Environment,Consumer Products & Services,Home & Personal Care,United States,Vermont,Certified,https://bcorporation.net/directory/seventh-generation
Ditto Hangers,2017,Environment,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",United States,California,Certified,https://bcorporation.net/directory/ditto-hangers
Plum Organics,2017,Environment,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/plum-organics
Eleek Incorporated,2017,Environment,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",United States,California,Certified,https://bcorporation.net/directory/eleek-incorporated
Preserve,2017,Environment,Consumer Products & Services,Home & Personal Care,United States,Massachusetts,Certified,https://bcorporation.net/directory/preserve
Eco-Bags Products,2017,Overall; Community; Environment,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,New York,Certified,https://bcorporation.net/directory/eco-bags-products
ChicoBag Company,2017,Environment; Changemakers,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/chicobag-company
Cubreme,2017,Environment,Consumer Products & Services,"Apparel, Footwear & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/cubreme
A to Z Wineworks,2017,Overall; Community; Environment,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/a-to-z-wineworks
Hopworks Urban Brewery,2017,Environment,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/hopworks-urban-brewery
PUCCI,2017,Environment,Consumer Products & Services,Fine Arts,Costa Rica,San Jose,Certified,https://bcorporation.net/directory/pucci
Fratelli Carli SpA,2017,Environment,Consumer Products & Services,Food & Beverage,Italy,Liguria,Certified,https://bcorporation.net/directory/fratelli-carli-spa
Aslan Brewing Company,2017,Environment,Consumer Products & Services,Food & Beverage,United States,Washington,Certified,https://bcorporation.net/directory/aslan-brewing-company
Kusaga Athletic,2017,Environment,Consumer Products & Services,"Apparel, Footwear & Accessories",Australia,New South Wales,Certified,https://bcorporation.net/directory/kusaga-athletic
Vanessa Montoro,2017,Environment,Consumer Products & Services,"Apparel, Footwear & Accessories",Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/vanessa-montoro
Damiano Spa,2017,Environment,Consumer Products & Services,Food & Beverage,Italy,Messina,Certified,https://bcorporation.net/directory/damiano-spa
Southern Energy Management,2017,Environment,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,North Carolina,Certified,https://bcorporation.net/directory/southern-energy-management
Solar Works,2017,Environment,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,California,Certified,https://bcorporation.net/directory/solar-works
Spotlight Solar,2017,Environment,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,North Carolina,Certified,https://bcorporation.net/directory/spotlight-solar
SunCommon,2017,Governance,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,Vermont,Certified,https://bcorporation.net/directory/suncommon
Clean Solar,2017,Environment,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,California,Certified,https://bcorporation.net/directory/clean-solar
Mud Environmental,2017,Environment,Energy & Environmental Services,Environmental Remediation,Australia,South Australia,Certified,https://bcorporation.net/directory/mud-environmental
"Ash Creek Forest Management, LLC",2017,Environment,Energy & Environmental Services,Forest Management,United States,Oregon,Certified,https://bcorporation.net/directory/ash-creek-forest-management-llc
Green Moves Australia,2017,Environment,Energy & Environmental Services,Energy Efficiency & Consulting,Australia,Victoria,Certified,https://bcorporation.net/directory/green-moves-australia
Bolder Industries,2017,Overall; Environment; Governance,Energy & Environmental Services,Recycling Services & Waste Management,United States,Colorado,Certified,https://bcorporation.net/directory/bolder-industries
Faro Energy,2017,Governance,Energy & Environmental Services,Renewable Energy Generation & Installation,United Kingdom,London,Certified,https://bcorporation.net/directory/faro-energy
GEA,2017,Environment,Energy & Environmental Services,Recycling Services & Waste Management,Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/gea
AMATA,2017,Environment,Energy & Environmental Services,Forest Management,Brazil,Sao Paulo,Certified,https://bcorporation.net/directory/amata
REfficient Inc.,2017,Environment,Retail,Storefront,Canada,Ontario,Certified,https://bcorporation.net/directory/refficient-inc
BluPlanet Recycling Inc.,2017,Environment,Transportation & Logistics,Transportation & Logistics,Canada,Alberta,Certified,https://bcorporation.net/directory/bluplanet-recycling-inc
Natural Organic Process Enterprises,2017,Environment,Transportation & Logistics,Transportation & Logistics,United States,Virginia,Certified,https://bcorporation.net/directory/natural-organic-process-enterprises
Namaste Solar,2017,Workers,Energy & Environmental Services,Renewable Energy Generation & Installation,United States,Colorado,Certified,https://bcorporation.net/directory/namaste-solar
Yerdle,2017,Governance,Business Products & Services,Other,United States,California,Inactive,https://bcorporation.net/directory/yerdle
